ecosystem,name,version,license,repository
"npm","immutable","4.3.8","MIT","https://github.com/immutable-js/immutable-js"
"npm","import-meta-resolve","4.2.0","MIT","https://github.com/wooorm/import-meta-resolve"
"npm","inherits","2.0.4","ISC","https://github.com/isaacs/inherits"
"npm","internmap","1.0.1","ISC","https://github.com/mbostock/internmap"
"npm","internmap","2.0.3","ISC","https://github.com/mbostock/internmap"
"npm","iobuffer","5.4.0","MIT","https://github.com/image-js/iobuffer"
"npm","is-binary-path","2.1.0","MIT","https://github.com/sindresorhus/is-binary-path"
"npm","is-extglob","2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"npm","is-glob","4.0.3","MIT","https://github.com/micromatch/is-glob"
"npm","is-number","7.0.0","MIT","https://github.com/jonschlinkert/is-number"
"npm","isexe","2.0.0","ISC","https://github.com/isaacs/isexe"
"npm","jotai-scope","0.7.2","MIT","https://github.com/jotaijs/jotai-scope"
"npm","jotai","2.11.0","MIT","https://github.com/pmndrs/jotai"
"npm","js-tokens","4.0.0","MIT","https://github.com/lydell/js-tokens"
"npm","js-yaml","4.2.0","MIT","https://github.com/nodeca/js-yaml"
"npm","jspdf","4.2.1","MIT","https://github.com/parallax/jsPDF"
"npm","katex","0.16.47","MIT","https://github.com/KaTeX/KaTeX"
"npm","khroma","2.1.0","MIT*","https://github.com/fabiospampinato/khroma"
"npm","kleur","4.1.5","MIT","https://github.com/lukeed/kleur"
"npm","langium","3.3.1","MIT","https://github.com/eclipse-langium/langium"
"npm","layout-base","1.0.2","MIT","https://github.com/iVis-at-Bilkent/layout-base"
"npm","layout-base","2.0.1","MIT","https://github.com/iVis-at-Bilkent/layout-base"
"npm","linkify-it","5.0.1","MIT","https://github.com/markdown-it/linkify-it"
"npm","linkifyjs","4.3.3","MIT","https://github.com/nfrasser/linkifyjs"
"npm","lodash-es","4.17.21","MIT","https://github.com/lodash/lodash"
"npm","lodash-es","4.18.1","MIT","https://github.com/lodash/lodash"
"npm","lodash.debounce","4.0.8","MIT","https://github.com/lodash/lodash"
"npm","lodash.kebabcase","4.1.1","MIT","https://github.com/lodash/lodash"
"npm","lodash.throttle","4.1.1","MIT","https://github.com/lodash/lodash"
"npm","loose-envify","1.4.0","MIT","https://github.com/zertosh/loose-envify"
"npm","markdown-it-front-matter","0.2.4","MIT","https://github.com/ParkSB/markdown-it-front-matter"
"npm","markdown-it-task-lists","2.1.1","ISC","https://github.com/revin/markdown-it-task-lists"
"npm","markdown-it","14.2.0","MIT","https://github.com/markdown-it/markdown-it"
"npm","marked","16.4.2","MIT","https://github.com/markedjs/marked"
"npm","mathjax-full","3.2.2","Apache-2.0","https://github.com/mathjax/Mathjax-src"
"npm","md-reader","1.0.0","UNLICENSED",""
"npm","mdast-util-from-markdown","1.3.1","MIT","https://github.com/syntax-tree/mdast-util-from-markdown"
"npm","mdast-util-to-hast","13.2.1","MIT","https://github.com/syntax-tree/mdast-util-to-hast"
"npm","mdast-util-to-string","3.2.0","MIT","https://github.com/syntax-tree/mdast-util-to-string"
"npm","mdurl","2.0.0","MIT","https://github.com/markdown-it/mdurl"
"npm","mermaid","10.9.6","MIT","https://github.com/mermaid-js/mermaid"
"npm","mermaid","11.15.0","MIT","https://github.com/mermaid-js/mermaid"
"npm","mhchemparser","4.2.1","Apache-2.0","https://github.com/mhchem/mhchemParser"
"npm","micromark-core-commonmark","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-core-commonmark"
"npm","micromark-factory-destination","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-destination"
"npm","micromark-factory-label","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-label"
"npm","micromark-factory-space","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-space"
"npm","micromark-factory-title","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-title"
"npm","micromark-factory-whitespace","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-factory-whitespace"
"npm","micromark-util-character","1.2.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"npm","micromark-util-character","2.1.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-character"
"npm","micromark-util-chunked","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-chunked"
"npm","micromark-util-classify-character","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-classify-character"
"npm","micromark-util-combine-extensions","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-combine-extensions"
"npm","micromark-util-decode-numeric-character-reference","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-numeric-character-reference"
"npm","micromark-util-decode-string","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-decode-string"
"npm","micromark-util-encode","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"npm","micromark-util-encode","2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-encode"
"npm","micromark-util-html-tag-name","1.2.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-html-tag-name"
"npm","micromark-util-normalize-identifier","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-normalize-identifier"
"npm","micromark-util-resolve-all","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-resolve-all"
"npm","micromark-util-sanitize-uri","1.2.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"npm","micromark-util-sanitize-uri","2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-sanitize-uri"
"npm","micromark-util-subtokenize","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-subtokenize"
"npm","micromark-util-symbol","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"npm","micromark-util-symbol","2.0.1","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-symbol"
"npm","micromark-util-types","1.1.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"npm","micromark-util-types","2.0.2","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark-util-types"
"npm","micromark","3.2.0","MIT","https://github.com/micromark/micromark/tree/main/packages/micromark"
"npm","mj-context-menu","0.6.1","Apache-2.0","https://github.com/zorkow/context-menu"
"npm","mri","1.2.0","MIT","https://github.com/lukeed/mri"
"npm","ms","2.1.3","MIT","https://github.com/vercel/ms"
"npm","multimath","2.0.0","MIT","https://github.com/nodeca/multimath"
"npm","nanoid","3.3.12","MIT","https://github.com/ai/nanoid"
"npm","nanoid","3.3.3","MIT","https://github.com/ai/nanoid"
"npm","nanoid","4.0.2","MIT","https://github.com/ai/nanoid"
"npm","non-layered-tidy-tree-layout","2.0.2","MIT","https://github.com/stetrevor/non-layered-tidy-tree-layout"
"npm","normalize-path","3.0.0","MIT","https://github.com/jonschlinkert/normalize-path"
"npm","object-assign","4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"npm","oniguruma-to-es","2.3.0","MIT","https://github.com/slevithan/oniguruma-to-es"
"npm","open-color","1.9.1","MIT","https://github.com/yeun/open-color"
"npm","orderedmap","2.1.1","MIT","https://github.com/marijnh/orderedmap"
"npm","package-manager-detector","1.6.0","MIT","https://github.com/antfu-collective/package-manager-detector"
"npm","pako","2.0.3","(MIT AND Zlib)","https://github.com/nodeca/pako"
"npm","pako","2.1.0","(MIT AND Zlib)","https://github.com/nodeca/pako"
"npm","papaparse","5.5.3","MIT","https://github.com/mholt/PapaParse"
"npm","path-data-parser","0.1.0","MIT","https://github.com/pshihn/path-data-parser"
"npm","path-key","3.1.1","MIT","https://github.com/sindresorhus/path-key"
"npm","perfect-freehand","1.2.0","MIT","https://github.com/steveruizok/perfect-freehand"
"npm","performance-now","2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"npm","pica","7.1.1","MIT","https://github.com/nodeca/pica"
"npm","picocolors","1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"npm","picomatch","2.3.2","MIT","https://github.com/micromatch/picomatch"
"npm","png-chunk-text","1.0.0","MIT","https://github.com/hughsk/png-chunk-text"
"npm","png-chunks-encode","1.0.0","MIT","https://github.com/hughsk/png-chunks-encode"
"npm","png-chunks-extract","1.0.0","MIT","https://github.com/hughsk/png-chunks-extract"
"npm","points-on-curve","0.2.0","MIT","https://github.com/pshihn/bezier-points"
"npm","points-on-curve","1.0.1","MIT","https://github.com/pshihn/bezier-points"
"npm","points-on-path","0.2.1","MIT","https://github.com/pshihn/points-on-path"
"npm","postcss-nesting","13.0.2","MIT-0","https://github.com/csstools/postcss-plugins"
"npm","postcss-selector-parser","7.1.1","MIT","https://github.com/postcss/postcss-selector-parser"
"npm","postcss","8.5.15","MIT","https://github.com/postcss/postcss"
"npm","property-information","7.2.0","MIT","https://github.com/wooorm/property-information"
"npm","prosemirror-changeset","2.4.1","MIT","git+https://code.haverbeke.berlin/prosemirror/prosemirror-changeset"
"npm","prosemirror-commands","1.7.1","MIT","https://github.com/prosemirror/prosemirror-commands"
"npm","prosemirror-dropcursor","1.8.2","MIT","https://github.com/prosemirror/prosemirror-dropcursor"
"npm","prosemirror-gapcursor","1.4.1","MIT","https://github.com/prosemirror/prosemirror-gapcursor"
"npm","prosemirror-history","1.5.0","MIT","https://github.com/prosemirror/prosemirror-history"
"npm","prosemirror-inputrules","1.5.1","MIT","https://github.com/prosemirror/prosemirror-inputrules"
"npm","prosemirror-keymap","1.2.3","MIT","https://github.com/prosemirror/prosemirror-keymap"
"npm","prosemirror-markdown","1.13.4","MIT","https://github.com/prosemirror/prosemirror-markdown"
"npm","prosemirror-model","1.25.7","MIT","git+https://code.haverbeke.berlin/prosemirror/prosemirror-model"
"npm","prosemirror-schema-list","1.5.1","MIT","https://github.com/prosemirror/prosemirror-schema-list"
"npm","prosemirror-state","1.4.4","MIT","https://github.com/prosemirror/prosemirror-state"
"npm","prosemirror-tables","1.8.5","MIT","https://github.com/ProseMirror/prosemirror-tables"
"npm","prosemirror-transform","1.12.0","MIT","https://github.com/prosemirror/prosemirror-transform"
"npm","prosemirror-view","1.41.8","MIT","git+https://code.haverbeke.berlin/prosemirror/prosemirror-view"
"npm","punycode.js","2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"npm","pwacompat","2.0.17","Apache-2.0","https://github.com/GoogleChrome/pwacompat"
"npm","raf","3.4.1","MIT","https://github.com/chrisdickinson/raf"
"npm","react-dom","18.3.1","MIT","https://github.com/facebook/react"
"npm","react-remove-scroll-bar","2.3.8","MIT","https://github.com/theKashey/react-remove-scroll-bar"
"npm","react-remove-scroll","2.7.2","MIT","https://github.com/theKashey/react-remove-scroll"
"npm","react-style-singleton","2.2.3","MIT","https://github.com/theKashey/react-style-singleton"
"npm","react","18.3.1","MIT","https://github.com/facebook/react"
"npm","readdirp","3.6.0","MIT","https://github.com/paulmillr/readdirp"
"npm","regenerator-runtime","0.13.11","MIT","https://github.com/facebook/regenerator/tree/main/packages/runtime"
"npm","regex-recursion","5.1.1","MIT","https://github.com/slevithan/regex-recursion"
"npm","regex-utilities","2.3.0","MIT","https://github.com/slevithan/regex-utilities"
"npm","regex","5.1.1","MIT","https://github.com/slevithan/regex"
"npm","rgbcolor","1.0.1","MIT*","https://github.com/yetzt/node-rgbcolor"
"npm","robust-predicates","3.0.3","Unlicense","https://github.com/mourner/robust-predicates"
"npm","rope-sequence","1.3.4","MIT","https://github.com/marijnh/rope-sequence"
"npm","roughjs","4.6.4","MIT","https://github.com/pshihn/rough"
"npm","roughjs","4.6.6","MIT","https://github.com/pshihn/rough"
"npm","rw","1.3.3","BSD-3-Clause","https://github.com/mbostock/rw"
"npm","sade","1.8.1","MIT","https://github.com/lukeed/sade"
"npm","safer-buffer","2.1.2","MIT","https://github.com/ChALkeR/safer-buffer"
"npm","sass","1.51.0","MIT","https://github.com/sass/dart-sass"
"npm","scheduler","0.23.2","MIT","https://github.com/facebook/react"
"npm","shebang-command","2.0.0","MIT","https://github.com/kevva/shebang-command"
"npm","shebang-regex","3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"npm","shiki","1.29.2","MIT","https://github.com/shikijs/shiki"
"npm","showdown","2.1.0","MIT","https://github.com/showdownjs/showdown"
"npm","sliced","1.0.1","MIT","https://github.com/aheckmann/sliced"
"npm","source-map-js","1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"npm","space-separated-tokens","2.0.2","MIT","https://github.com/wooorm/space-separated-tokens"
"npm","speech-rule-engine","4.1.4","Apache-2.0","https://github.com/zorkow/speech-rule-engine"
"npm","stackblur-canvas","2.7.0","MIT","https://github.com/flozz/StackBlur"
"npm","stringify-entities","4.0.4","MIT","https://github.com/wooorm/stringify-entities"
"npm","stylis","4.4.0","MIT","https://github.com/thysultan/stylis.js"
"npm","svg-pathdata","6.0.3","MIT","https://github.com/nfroidure/svg-pathdata"
"npm","text-segmentation","1.0.3","MIT","https://github.com/niklasvh/text-segmentation"
"npm","tinyexec","1.2.4","MIT","https://github.com/tinylibs/tinyexec"
"npm","tiptap-markdown","0.9.0","MIT","https://github.com/aguingand/tiptap-markdown"
"npm","to-regex-range","5.0.1","MIT","https://github.com/micromatch/to-regex-range"
"npm","trim-lines","3.0.1","MIT","https://github.com/wooorm/trim-lines"
"npm","ts-dedent","2.2.0","MIT","https://github.com/tamino-martinius/node-ts-dedent"
"npm","tslib","2.8.1","0BSD","https://github.com/Microsoft/tslib"
"npm","tunnel-rat","0.1.2","MIT","https://github.com/pmndrs/tunnel-rat"
"npm","uc.micro","2.1.0","MIT","https://github.com/markdown-it/uc.micro"
"npm","unist-util-is","6.0.1","MIT","https://github.com/syntax-tree/unist-util-is"
"npm","unist-util-position","5.0.0","MIT","https://github.com/syntax-tree/unist-util-position"
"npm","unist-util-stringify-position","3.0.3","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"npm","unist-util-stringify-position","4.0.0","MIT","https://github.com/syntax-tree/unist-util-stringify-position"
"npm","unist-util-visit-parents","6.0.2","MIT","https://github.com/syntax-tree/unist-util-visit-parents"
"npm","unist-util-visit","5.1.0","MIT","https://github.com/syntax-tree/unist-util-visit"
"npm","use-callback-ref","1.3.3","MIT","https://github.com/theKashey/use-callback-ref"
"npm","use-sidecar","1.1.3","MIT","https://github.com/theKashey/use-sidecar"
"npm","use-sync-external-store","1.6.0","MIT","https://github.com/facebook/react"
"npm","util-deprecate","1.0.2","MIT","https://github.com/TooTallNate/util-deprecate"
"npm","utrie","1.0.2","MIT","https://github.com/niklasvh/utrie"
"npm","uuid","14.0.0","MIT","https://github.com/uuidjs/uuid"
"npm","uvu","0.5.6","MIT","https://github.com/lukeed/uvu"
"npm","vfile-message","4.0.3","MIT","https://github.com/vfile/vfile-message"
"npm","vfile","6.0.3","MIT","https://github.com/vfile/vfile"
"npm","vscode-jsonrpc","8.2.0","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"npm","vscode-languageserver-protocol","3.17.5","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"npm","vscode-languageserver-textdocument","1.0.12","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"npm","vscode-languageserver-types","3.17.5","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"npm","vscode-languageserver","9.0.1","MIT","https://github.com/Microsoft/vscode-languageserver-node"
"npm","vscode-uri","3.0.8","MIT","https://github.com/microsoft/vscode-uri"
"npm","w3c-keyname","2.2.8","MIT","https://github.com/marijnh/w3c-keyname"
"npm","web-worker","1.5.0","Apache-2.0","https://github.com/developit/web-worker"
"npm","webworkify","1.5.0","MIT","https://github.com/substack/webworkify"
"npm","which","2.0.2","ISC","https://github.com/isaacs/node-which"
"npm","wicked-good-xpath","1.3.0","MIT","https://github.com/google/wicked-good-xpath"
"npm","xss","1.0.15","MIT","https://github.com/leizongmin/js-xss"
"npm","zustand","4.5.7","MIT","https://github.com/pmndrs/zustand"
"npm","zwitch","2.0.4","MIT","https://github.com/wooorm/zwitch"
"cargo","adler2","2.0.1","0BSD OR MIT OR Apache-2.0","https://github.com/oyvindln/adler2"
"cargo","aho-corasick","1.1.4","Unlicense OR MIT","https://github.com/BurntSushi/aho-corasick"
"cargo","alloc-no-stdlib","2.0.4","BSD-3-Clause","https://github.com/dropbox/rust-alloc-no-stdlib"
"cargo","alloc-stdlib","0.2.2","BSD-3-Clause","https://github.com/dropbox/rust-alloc-no-stdlib"
"cargo","android_system_properties","0.1.5","MIT/Apache-2.0","https://github.com/nical/android_system_properties"
"cargo","anyhow","1.0.102","MIT OR Apache-2.0","https://github.com/dtolnay/anyhow"
"cargo","arboard","3.6.1","MIT OR Apache-2.0","https://github.com/1Password/arboard"
"cargo","ashpd","0.11.1","MIT","https://github.com/bilelmoussaoui/ashpd"
"cargo","async-broadcast","0.7.2","MIT OR Apache-2.0","https://github.com/smol-rs/async-broadcast"
"cargo","async-channel","2.5.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-channel"
"cargo","async-executor","1.14.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-executor"
"cargo","async-fs","2.2.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-fs"
"cargo","async-io","2.6.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-io"
"cargo","async-lock","3.4.2","Apache-2.0 OR MIT","https://github.com/smol-rs/async-lock"
"cargo","async-net","2.0.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-net"
"cargo","async-process","2.5.0","Apache-2.0 OR MIT","https://github.com/smol-rs/async-process"
"cargo","async-recursion","1.1.1","MIT OR Apache-2.0","https://github.com/dcchut/async-recursion"
"cargo","async-signal","0.2.14","Apache-2.0 OR MIT","https://github.com/smol-rs/async-signal"
"cargo","async-task","4.7.1","Apache-2.0 OR MIT","https://github.com/smol-rs/async-task"
"cargo","async-trait","0.1.89","MIT OR Apache-2.0","https://github.com/dtolnay/async-trait"
"cargo","atk","0.18.2","MIT","https://github.com/gtk-rs/gtk3-rs"
"cargo","atk-sys","0.18.2","MIT","https://github.com/gtk-rs/gtk3-rs"
"cargo","atomic-waker","1.1.2","Apache-2.0 OR MIT","https://github.com/smol-rs/atomic-waker"
"cargo","autocfg","1.5.1","Apache-2.0 OR MIT","https://github.com/cuviper/autocfg"
"cargo","base64","0.21.7","MIT OR Apache-2.0","https://github.com/marshallpierce/rust-base64"
"cargo","base64","0.22.1","MIT OR Apache-2.0","https://github.com/marshallpierce/rust-base64"
"cargo","bit-set","0.8.0","Apache-2.0 OR MIT","https://github.com/contain-rs/bit-set"
"cargo","bit-vec","0.8.0","Apache-2.0 OR MIT","https://github.com/contain-rs/bit-vec"
"cargo","bitflags","1.3.2","MIT/Apache-2.0","https://github.com/bitflags/bitflags"
"cargo","bitflags","2.11.1","MIT OR Apache-2.0","https://github.com/bitflags/bitflags"
"cargo","block-buffer","0.10.4","MIT OR Apache-2.0","https://github.com/RustCrypto/utils"
"cargo","block2","0.6.2","MIT","https://github.com/madsmtm/objc2"
"cargo","blocking","1.6.2","Apache-2.0 OR MIT","https://github.com/smol-rs/blocking"
"cargo","brotli","8.0.3","BSD-3-Clause AND MIT","https://github.com/dropbox/rust-brotli"
"cargo","brotli-decompressor","5.0.1","BSD-3-Clause/MIT","https://github.com/dropbox/rust-brotli-decompressor"
"cargo","bs58","0.5.1","MIT/Apache-2.0","https://github.com/Nullus157/bs58-rs"
"cargo","bumpalo","3.20.3","MIT OR Apache-2.0","https://github.com/fitzgen/bumpalo"
"cargo","bytemuck","1.25.0","Zlib OR Apache-2.0 OR MIT","https://github.com/Lokathor/bytemuck"
"cargo","byteorder","1.5.0","Unlicense OR MIT","https://github.com/BurntSushi/byteorder"
"cargo","byteorder-lite","0.1.0","Unlicense OR MIT","https://github.com/image-rs/byteorder-lite"
"cargo","bytes","1.11.1","MIT","https://github.com/tokio-rs/bytes"
"cargo","cairo-rs","0.18.5","MIT","https://github.com/gtk-rs/gtk-rs-core"
"cargo","cairo-sys-rs","0.18.2","MIT","https://github.com/gtk-rs/gtk-rs-core"
"cargo","camino","1.2.2","MIT OR Apache-2.0","https://github.com/camino-rs/camino"
"cargo","cargo-platform","0.1.9","MIT OR Apache-2.0","https://github.com/rust-lang/cargo"
"cargo","cargo_metadata","0.19.2","MIT","https://github.com/oli-obk/cargo_metadata"
"cargo","cargo_toml","0.22.3","Apache-2.0 OR MIT","https://gitlab.com/lib.rs/cargo_toml"
"cargo","cc","1.2.63","MIT OR Apache-2.0","https://github.com/rust-lang/cc-rs"
"cargo","cesu8","1.1.0","Apache-2.0/MIT","https://github.com/emk/cesu8-rs"
"cargo","cfb","0.7.3","MIT","https://github.com/mdsteele/rust-cfb"
"cargo","cfg-expr","0.15.8","MIT OR Apache-2.0","https://github.com/EmbarkStudios/cfg-expr"
"cargo","cfg-if","1.0.4","MIT OR Apache-2.0","https://github.com/rust-lang/cfg-if"
